날짜,구,구신규,전국신규,서울신규
2020-01-24,강서구,1,,1
2020-01-30,마포구,1,,3
2020-01-30,종로구,1,,3
2020-01-30,중랑구,1,,3
2020-01-31,성북구,1,,3
2020-01-31,종로구,2,,3
2020-02-02,타시도,1,,1
2020-02-05,성북구,1,1,2
2020-02-05,송파구,1,1,2
2020-02-06,서대문구,1,4,1
2020-02-07,타시도,1,1,1
2020-02-16,종로구,2,1,2
2020-02-19,성동구,1,20,2
2020-02-19,종로구,1,20,2
2020-02-20,성동구,1,53,5
2020-02-20,종로구,3,53,5
2020-02-20,타시도,1,53,5
2020-02-21,서대문구,1,100,2
2020-02-21,서초구,1,100,2
2020-02-22,강동구,1,229,4
2020-02-22,구로구,1,229,4
2020-02-22,서초구,2,229,4
2020-02-23,강서구,1,169,4
2020-02-23,송파구,2,169,4
2020-02-23,종로구,1,169,4
2020-02-24,관악구,1,231,4
2020-02-24,송파구,2,231,4
2020-02-24,타시도,1,231,4
2020-02-25,강동구,1,144,16
2020-02-25,금천구,1,144,16
2020-02-25,노원구,2,144,16
2020-02-25,동작구,1,144,16
2020-02-25,서대문구,1,144,16
2020-02-25,송파구,4,144,16
2020-02-25,은평구,2,144,16
2020-02-25,종로구,1,144,16
2020-02-25,타시도,3,144,16
2020-02-26,강남구,2,284,10
2020-02-26,강동구,2,284,10
2020-02-26,관악구,1,284,10
2020-02-26,양천구,1,284,10
2020-02-26,은평구,4,284,10
2020-02-27,강남구,2,505,13
2020-02-27,관악구,1,505,13
2020-02-27,광진구,1,505,13
2020-02-27,노원구,3,505,13
2020-02-27,동대문구,1,505,13
2020-02-27,송파구,3,505,13
2020-02-27,영등포구,1,505,13
2020-02-27,은평구,1,505,13
2020-02-28,강남구,2,571,8
2020-02-28,관악구,1,571,8
2020-02-28,노원구,2,571,8
2020-02-28,서대문구,1,571,8
2020-02-28,서초구,1,571,8
2020-02-28,타시도,1,571,8
2020-02-29,강남구,1,813,5
2020-02-29,노원구,1,813,5
2020-02-29,성동구,1,813,5
2020-02-29,성북구,1,813,5
2020-02-29,영등포구,1,813,5
2020-03-01,강남구,2,586,6
2020-03-01,광진구,1,586,6
2020-03-01,동대문구,1,586,6
2020-03-01,양천구,1,586,6
2020-03-01,타시도,1,586,6
2020-03-02,도봉구,1,476,6
2020-03-02,서초구,1,476,6
2020-03-02,성북구,2,476,6
2020-03-02,영등포구,2,476,6
2020-03-03,동대문구,1,600,1
2020-03-04,강북구,2,516,5
2020-03-04,동대문구,1,516,5
2020-03-04,용산구,1,516,5
2020-03-04,중랑구,1,516,5
2020-03-05,강북구,1,438,1
2020-03-06,강남구,2,518,7
2020-03-06,강서구,1,518,7
2020-03-06,성북구,1,518,7
2020-03-06,은평구,1,518,7
2020-03-06,타시도,2,518,7
2020-03-07,강북구,1,483,7
2020-03-07,관악구,1,483,7
2020-03-07,서초구,1,483,7
2020-03-07,양천구,3,483,7
2020-03-07,타시도,1,483,7
2020-03-08,강남구,1,367,10
2020-03-08,노원구,1,367,10
2020-03-08,동대문구,7,367,10
2020-03-08,타시도,1,367,10
2020-03-09,강동구,1,248,26
2020-03-09,강서구,3,248,26
2020-03-09,구로구,8,248,26
2020-03-09,금천구,1,248,26
2020-03-09,노원구,1,248,26
2020-03-09,동작구,1,248,26
2020-03-09,양천구,2,248,26
2020-03-09,은평구,4,248,26
2020-03-09,중구,1,248,26
2020-03-09,타시도,4,248,26
2020-03-10,강서구,4,131,46
2020-03-10,관악구,8,131,46
2020-03-10,구로구,5,131,46
2020-03-10,금천구,1,131,46
2020-03-10,노원구,2,131,46
2020-03-10,동대문구,4,131,46
2020-03-10,동작구,3,131,46
2020-03-10,마포구,4,131,46
2020-03-10,송파구,1,131,46
2020-03-10,양천구,7,131,46
2020-03-10,영등포구,5,131,46
2020-03-10,은평구,2,131,46
2020-03-11,강서구,3,242,17
2020-03-11,구로구,2,242,17
2020-03-11,동대문구,3,242,17
2020-03-11,마포구,1,242,17
2020-03-11,서대문구,2,242,17
2020-03-11,성북구,2,242,17
2020-03-11,송파구,1,242,17
2020-03-11,은평구,2,242,17
2020-03-11,중랑구,1,242,17
2020-03-12,강남구,1,114,12
2020-03-12,강북구,1,114,12
2020-03-12,관악구,1,114,12
2020-03-12,금천구,2,114,12
2020-03-12,노원구,1,114,12
2020-03-12,동대문구,1,114,12
2020-03-12,서초구,1,114,12
2020-03-12,성북구,1,114,12
2020-03-12,송파구,1,114,12
2020-03-12,용산구,1,114,12
2020-03-12,중랑구,1,114,12
2020-03-13,관악구,1,110,9
2020-03-13,노원구,1,110,9
2020-03-13,동대문구,3,110,9
2020-03-13,동작구,1,110,9
2020-03-13,마포구,1,110,9
2020-03-13,서초구,2,110,9
2020-03-14,강남구,1,107,8
2020-03-14,구로구,2,107,8
2020-03-14,도봉구,1,107,8
2020-03-14,마포구,1,107,8
2020-03-14,영등포구,2,107,8
2020-03-14,중랑구,1,107,8
2020-03-15,강서구,1,76,6
2020-03-15,구로구,2,76,6
2020-03-15,노원구,1,76,6
2020-03-15,영등포구,1,76,6
2020-03-15,은평구,1,76,6
2020-03-16,강서구,1,74,13
2020-03-16,관악구,2,74,13
2020-03-16,구로구,2,74,13
2020-03-16,동대문구,2,74,13
2020-03-16,동작구,1,74,13
2020-03-16,서대문구,2,74,13
2020-03-16,영등포구,1,74,13
2020-03-16,용산구,1,74,13
2020-03-16,은평구,1,74,13
2020-03-17,동대문구,1,84,4
2020-03-17,마포구,1,84,4
2020-03-17,송파구,1,84,4
2020-03-17,타시도,1,84,4
2020-03-18,강남구,2,93,11
2020-03-18,광진구,1,93,11
2020-03-18,노원구,1,93,11
2020-03-18,동작구,2,93,11
2020-03-18,마포구,1,93,11
2020-03-18,성북구,2,93,11
2020-03-18,양천구,1,93,11
2020-03-18,용산구,1,93,11
2020-03-19,강남구,1,152,17
2020-03-19,강서구,1,152,17
2020-03-19,관악구,1,152,17
2020-03-19,노원구,2,152,17
2020-03-19,동작구,2,152,17
2020-03-19,마포구,3,152,17
2020-03-19,성동구,1,152,17
2020-03-19,송파구,2,152,17
2020-03-19,양천구,1,152,17
2020-03-19,영등포구,2,152,17
2020-03-19,용산구,1,152,17
2020-03-20,강동구,2,87,17
2020-03-20,강서구,1,87,17
2020-03-20,관악구,1,87,17
2020-03-20,광진구,1,87,17
2020-03-20,구로구,1,87,17
2020-03-20,노원구,2,87,17
2020-03-20,동작구,2,87,17
2020-03-20,서초구,2,87,17
2020-03-20,성동구,1,87,17
2020-03-20,성북구,1,87,17
2020-03-20,영등포구,1,87,17
2020-03-20,은평구,1,87,17
2020-03-20,중랑구,1,87,17
2020-03-21,강서구,1,147,8
2020-03-21,서대문구,2,147,8
2020-03-21,서초구,1,147,8
2020-03-21,성동구,1,147,8
2020-03-21,영등포구,1,147,8
2020-03-21,중랑구,2,147,8
2020-03-22,강서구,1,98,6
2020-03-22,도봉구,1,98,6
2020-03-22,서대문구,2,98,6
2020-03-22,성북구,1,98,6
2020-03-22,은평구,1,98,6
2020-03-23,강남구,1,64,5
2020-03-23,송파구,1,64,5
2020-03-23,영등포구,1,64,5
2020-03-23,용산구,1,64,5
2020-03-23,종로구,1,64,5
2020-03-24,강남구,1,76,14
2020-03-24,강동구,1,76,14
2020-03-24,강서구,2,76,14
2020-03-24,도봉구,1,76,14
2020-03-24,동대문구,1,76,14
2020-03-24,동작구,1,76,14
2020-03-24,서초구,1,76,14
2020-03-24,용산구,1,76,14
2020-03-24,은평구,1,76,14
2020-03-24,종로구,1,76,14
2020-03-24,중랑구,2,76,14
2020-03-24,타시도,1,76,14
2020-03-25,강남구,4,100,13
2020-03-25,강서구,1,100,13
2020-03-25,금천구,1,100,13
2020-03-25,동작구,2,100,13
2020-03-25,서초구,3,100,13
2020-03-25,타시도,2,100,13
2020-03-26,강남구,4,104,14
2020-03-26,강동구,1,104,14
2020-03-26,구로구,2,104,14
2020-03-26,금천구,1,104,14
2020-03-26,서초구,1,104,14
2020-03-26,성북구,1,104,14
2020-03-26,송파구,2,104,14
2020-03-26,용산구,1,104,14
2020-03-26,중랑구,1,104,14
2020-03-27,강남구,2,91,15
2020-03-27,관악구,1,91,15
2020-03-27,구로구,1,91,15
2020-03-27,기타,1,91,15
2020-03-27,도봉구,1,91,15
2020-03-27,마포구,1,91,15
2020-03-27,서초구,1,91,15
2020-03-27,성북구,1,91,15
2020-03-27,송파구,1,91,15
2020-03-27,영등포구,1,91,15
2020-03-27,중구,1,91,15
2020-03-27,중랑구,2,91,15
2020-03-27,타시도,1,91,15
2020-03-28,강남구,5,146,22
2020-03-28,관악구,1,146,22
2020-03-28,구로구,4,146,22
2020-03-28,금천구,1,146,22
2020-03-28,기타,1,146,22
2020-03-28,동작구,3,146,22
2020-03-28,서초구,4,146,22
2020-03-28,송파구,1,146,22
2020-03-28,양천구,1,146,22
2020-03-28,중구,1,146,22
2020-03-29,강남구,4,105,22
2020-03-29,관악구,3,105,22
2020-03-29,광진구,1,105,22
2020-03-29,구로구,1,105,22
2020-03-29,금천구,4,105,22
2020-03-29,도봉구,1,105,22
2020-03-29,동작구,2,105,22
2020-03-29,마포구,1,105,22
2020-03-29,서대문구,1,105,22
2020-03-29,송파구,1,105,22
2020-03-29,용산구,1,105,22
2020-03-29,타시도,2,105,22
2020-03-30,강남구,1,78,19
2020-03-30,강동구,1,78,19
2020-03-30,관악구,4,78,19
2020-03-30,구로구,2,78,19
2020-03-30,동작구,2,78,19
2020-03-30,서초구,2,78,19
2020-03-30,송파구,1,78,19
2020-03-30,용산구,3,78,19
2020-03-30,중구,1,78,19
2020-03-30,타시도,2,78,19
2020-03-31,강남구,4,125,24
2020-03-31,관악구,6,125,24
2020-03-31,광진구,1,125,24
2020-03-31,구로구,1,125,24
2020-03-31,동작구,1,125,24
2020-03-31,마포구,2,125,24
2020-03-31,서초구,1,125,24
2020-03-31,송파구,2,125,24
2020-03-31,양천구,1,125,24
2020-03-31,영등포구,1,125,24
2020-03-31,종로구,1,125,24
2020-03-31,중구,1,125,24
2020-03-31,타시도,2,125,24
2020-04-01,광진구,1,101,16
2020-04-01,기타,4,101,16
2020-04-01,동대문구,1,101,16
2020-04-01,동작구,1,101,16
2020-04-01,마포구,1,101,16
2020-04-01,서대문구,1,101,16
2020-04-01,서초구,2,101,16
2020-04-01,송파구,1,101,16
2020-04-01,종로구,1,101,16
2020-04-01,타시도,3,101,16
2020-04-02,강동구,1,89,19
2020-04-02,관악구,3,89,19
2020-04-02,노원구,1,89,19
2020-04-02,서초구,2,89,19
2020-04-02,성동구,1,89,19
2020-04-02,송파구,1,89,19
2020-04-02,양천구,2,89,19
2020-04-02,영등포구,1,89,19
2020-04-02,용산구,2,89,19
2020-04-02,은평구,2,89,19
2020-04-02,종로구,1,89,19
2020-04-02,중랑구,1,89,19
2020-04-02,타시도,1,89,19
2020-04-03,강남구,5,86,20
2020-04-03,강동구,1,86,20
2020-04-03,구로구,1,86,20
2020-04-03,노원구,1,86,20
2020-04-03,도봉구,1,86,20
2020-04-03,동대문구,1,86,20
2020-04-03,동작구,3,86,20
2020-04-03,서대문구,1,86,20
2020-04-03,서초구,2,86,20
2020-04-03,송파구,3,86,20
2020-04-03,은평구,1,86,20
2020-04-04,강남구,2,94,19
2020-04-04,강서구,1,94,19
2020-04-04,관악구,2,94,19
2020-04-04,동대문구,2,94,19
2020-04-04,마포구,1,94,19
2020-04-04,서대문구,2,94,19
2020-04-04,성북구,1,94,19
2020-04-04,송파구,3,94,19
2020-04-04,영등포구,1,94,19
2020-04-04,용산구,1,94,19
2020-04-04,은평구,1,94,19
2020-04-04,중랑구,1,94,19
2020-04-04,타시도,1,94,19
2020-04-05,강동구,1,81,11
2020-04-05,강서구,1,81,11
2020-04-05,관악구,1,81,11
2020-04-05,성북구,2,81,11
2020-04-05,송파구,1,81,11
2020-04-05,영등포구,1,81,11
2020-04-05,용산구,2,81,11
2020-04-05,은평구,1,81,11
2020-04-05,타시도,1,81,11
2020-04-06,강남구,4,47,8
2020-04-06,관악구,1,47,8
2020-04-06,노원구,1,47,8
2020-04-06,성동구,1,47,8
2020-04-06,중랑구,1,47,8
2020-04-07,강남구,1,47,10
2020-04-07,강서구,1,47,10
2020-04-07,동대문구,1,47,10
2020-04-07,서초구,3,47,10
2020-04-07,성북구,2,47,10
2020-04-07,영등포구,1,47,10
2020-04-07,타시도,1,47,10
2020-04-08,강남구,1,53,11
2020-04-08,도봉구,1,53,11
2020-04-08,동작구,1,53,11
2020-04-08,마포구,3,53,11
2020-04-08,서초구,2,53,11
2020-04-08,성동구,2,53,11
2020-04-08,영등포구,1,53,11
2020-04-09,강남구,1,39,5
2020-04-09,광진구,1,39,5
2020-04-09,성동구,2,39,5
2020-04-09,성북구,1,39,5
2020-04-10,강남구,2,27,3
2020-04-10,양천구,1,27,3
2020-04-11,관악구,1,30,2
2020-04-11,은평구,1,30,2
2020-04-12,도봉구,1,32,8
2020-04-12,동작구,1,32,8
2020-04-12,성동구,4,32,8
2020-04-12,송파구,1,32,8
2020-04-12,은평구,1,32,8
2020-04-13,성동구,2,25,3
2020-04-13,성북구,1,25,3
2020-04-14,동작구,1,27,5
2020-04-14,서초구,2,27,5
2020-04-14,성동구,1,27,5
2020-04-14,중구,1,27,5
2020-04-15,서대문구,1,27,1
2020-04-16,강남구,1,22,2
2020-04-16,용산구,1,22,2
2020-04-17,강남구,1,22,2
2020-04-17,성북구,1,22,2
2020-04-18,강남구,1,18,1
2020-04-19,강서구,1,8,1
2020-04-20,마포구,1,13,1
2020-04-21,마포구,1,9,2
2020-04-21,타시도,1,9,2
2020-04-24,기타,1,6,1
2020-04-27,강남구,2,10,4
2020-04-27,관악구,1,10,4
2020-04-27,성북구,1,10,4
2020-04-30,서대문구,1,4,1
2020-05-01,성동구,1,9,1
2020-05-02,강동구,1,6,2
2020-05-02,용산구,1,6,2
2020-05-08,강동구,1,12,13
2020-05-08,관악구,3,12,13
2020-05-08,동작구,1,12,13
2020-05-08,용산구,4,12,13
2020-05-08,종로구,1,12,13
2020-05-08,중구,1,12,13
2020-05-08,타시도,2,12,13
2020-05-09,강남구,1,18,18
2020-05-09,강서구,2,18,18
2020-05-09,관악구,1,18,18
2020-05-09,광진구,2,18,18
2020-05-09,도봉구,1,18,18
2020-05-09,동작구,2,18,18
2020-05-09,서대문구,1,18,18
2020-05-09,서초구,1,18,18
2020-05-09,성북구,2,18,18
2020-05-09,송파구,1,18,18
2020-05-09,용산구,4,18,18
2020-05-10,강남구,4,34,20
2020-05-10,강북구,1,34,20
2020-05-10,강서구,1,34,20
2020-05-10,관악구,3,34,20
2020-05-10,광진구,1,34,20
2020-05-10,동대문구,1,34,20
2020-05-10,동작구,2,34,20
2020-05-10,성북구,1,34,20
2020-05-10,송파구,1,34,20
2020-05-10,양천구,1,34,20
2020-05-10,용산구,2,34,20
2020-05-10,중랑구,1,34,20
2020-05-10,타시도,1,34,20
2020-05-11,강동구,1,35,12
2020-05-11,강북구,1,35,12
2020-05-11,강서구,1,35,12
2020-05-11,관악구,1,35,12
2020-05-11,도봉구,1,35,12
2020-05-11,서대문구,1,35,12
2020-05-11,서초구,1,35,12
2020-05-11,성동구,1,35,12
2020-05-11,양천구,1,35,12
2020-05-11,용산구,2,35,12
2020-05-11,중구,1,35,12
2020-05-12,강북구,1,27,8
2020-05-12,관악구,1,27,8
2020-05-12,노원구,1,27,8
2020-05-12,도봉구,1,27,8
2020-05-12,동대문구,1,27,8
2020-05-12,동작구,1,27,8
2020-05-12,성동구,1,27,8
2020-05-12,송파구,1,27,8
2020-05-13,강동구,1,26,5
2020-05-13,강서구,1,26,5
2020-05-13,노원구,1,26,5
2020-05-13,송파구,1,26,5
2020-05-13,영등포구,1,26,5
2020-05-14,강남구,1,29,12
2020-05-14,강동구,2,29,12
2020-05-14,광진구,1,29,12
2020-05-14,금천구,1,29,12
2020-05-14,도봉구,2,29,12
2020-05-14,동대문구,1,29,12
2020-05-14,송파구,1,29,12
2020-05-14,영등포구,1,29,12
2020-05-14,용산구,2,29,12
2020-05-15,강남구,1,27,6
2020-05-15,관악구,1,27,6
2020-05-15,서대문구,1,27,6
2020-05-15,용산구,1,27,6
2020-05-15,은평구,2,27,6
2020-05-16,노원구,2,19,4
2020-05-16,송파구,2,19,4
2020-05-17,종로구,1,13,1
2020-05-18,강서구,1,15,7
2020-05-18,구로구,1,15,7
2020-05-18,성북구,1,15,7
2020-05-18,송파구,1,15,7
2020-05-18,양천구,2,15,7
2020-05-18,영등포구,1,15,7
2020-05-19,강남구,1,13,9
2020-05-19,강동구,1,13,9
2020-05-19,강북구,1,13,9
2020-05-19,도봉구,1,13,9
2020-05-19,서초구,1,13,9
2020-05-19,용산구,4,13,9
2020-05-20,도봉구,1,32,4
2020-05-20,동작구,1,32,4
2020-05-20,양천구,1,32,4
2020-05-20,타시도,1,32,4
2020-05-21,관악구,1,12,3
2020-05-21,광진구,1,12,3
2020-05-21,노원구,1,12,3
2020-05-22,강동구,1,20,3
2020-05-22,서초구,1,20,3
2020-05-22,타시도,1,20,3
2020-05-23,강동구,1,23,6
2020-05-23,강북구,1,23,6
2020-05-23,관악구,1,23,6
2020-05-23,노원구,1,23,6
2020-05-23,중랑구,1,23,6
2020-05-23,타시도,1,23,6
2020-05-24,강북구,2,25,7
2020-05-24,관악구,1,25,7
2020-05-24,성동구,1,25,7
2020-05-24,영등포구,2,25,7
2020-05-24,중랑구,1,25,7
2020-05-25,강동구,1,16,8
2020-05-25,강서구,1,16,8
2020-05-25,구로구,1,16,8
2020-05-25,노원구,1,16,8
2020-05-25,도봉구,1,16,8
2020-05-25,성동구,3,16,8
2020-05-26,강서구,3,19,19
2020-05-26,관악구,1,19,19
2020-05-26,구로구,1,19,19
2020-05-26,금천구,1,19,19
2020-05-26,노원구,1,19,19
2020-05-26,도봉구,1,19,19
2020-05-26,성동구,8,19,19
2020-05-26,은평구,2,19,19
2020-05-26,타시도,1,19,19
2020-05-27,강동구,1,40,25
2020-05-27,강북구,1,40,25
2020-05-27,강서구,4,40,25
2020-05-27,관악구,2,40,25
2020-05-27,광진구,1,40,25
2020-05-27,구로구,3,40,25
2020-05-27,마포구,1,40,25
2020-05-27,서대문구,1,40,25
2020-05-27,성동구,3,40,25
2020-05-27,송파구,1,40,25
2020-05-27,양천구,1,40,25
2020-05-27,영등포구,1,40,25
2020-05-27,은평구,2,40,25
2020-05-27,타시도,3,40,25
2020-05-28,강북구,1,79,19
2020-05-28,강서구,4,79,19
2020-05-28,금천구,1,79,19
2020-05-28,동작구,1,79,19
2020-05-28,마포구,2,79,19
2020-05-28,서대문구,2,79,19
2020-05-28,성동구,2,79,19
2020-05-28,송파구,1,79,19
2020-05-28,영등포구,2,79,19
2020-05-28,중구,1,79,19
2020-05-28,타시도,2,79,19
2020-05-29,강남구,2,58,9
2020-05-29,도봉구,1,58,9
2020-05-29,서대문구,1,58,9
2020-05-29,성동구,1,58,9
2020-05-29,성북구,1,58,9
2020-05-29,송파구,1,58,9
2020-05-29,은평구,1,58,9
2020-05-29,종로구,1,58,9
2020-05-30,강서구,2,39,6
2020-05-30,서대문구,1,39,6
2020-05-30,영등포구,3,39,6
2020-05-31,강남구,1,27,1
2020-06-01,강동구,1,35,14
2020-06-01,강서구,2,35,14
2020-06-01,관악구,1,35,14
2020-06-01,서대문구,1,35,14
2020-06-01,서초구,2,35,14
2020-06-01,송파구,1,35,14
2020-06-01,양천구,3,35,14
2020-06-01,영등포구,3,35,14
2020-06-02,강남구,1,38,20
2020-06-02,강동구,1,38,20
2020-06-02,강북구,2,38,20
2020-06-02,강서구,3,38,20
2020-06-02,구로구,2,38,20
2020-06-02,금천구,1,38,20
2020-06-02,서대문구,2,38,20
2020-06-02,성동구,1,38,20
2020-06-02,양천구,5,38,20
2020-06-02,타시도,2,38,20
2020-06-03,강남구,1,49,14
2020-06-03,강북구,1,49,14
2020-06-03,강서구,2,49,14
2020-06-03,관악구,1,49,14
2020-06-03,구로구,1,49,14
2020-06-03,금천구,2,49,14
2020-06-03,도봉구,1,49,14
2020-06-03,마포구,1,49,14
2020-06-03,양천구,1,49,14
2020-06-03,영등포구,1,49,14
2020-06-03,용산구,1,49,14
2020-06-03,타시도,1,49,14
2020-06-04,강남구,1,39,15
2020-06-04,강동구,2,39,15
2020-06-04,강서구,2,39,15
2020-06-04,구로구,2,39,15
2020-06-04,노원구,1,39,15
2020-06-04,도봉구,1,39,15
2020-06-04,마포구,1,39,15
2020-06-04,양천구,3,39,15
2020-06-04,용산구,1,39,15
2020-06-04,타시도,1,39,15
2020-06-05,강동구,3,39,27
2020-06-05,강북구,1,39,27
2020-06-05,강서구,1,39,27
2020-06-05,관악구,3,39,27
2020-06-05,구로구,3,39,27
2020-06-05,노원구,2,39,27
2020-06-05,도봉구,1,39,27
2020-06-05,동대문구,1,39,27
2020-06-05,성동구,1,39,27
2020-06-05,송파구,1,39,27
2020-06-05,양천구,4,39,27
2020-06-05,영등포구,1,39,27
2020-06-05,용산구,2,39,27
2020-06-05,은평구,2,39,27
2020-06-05,중랑구,1,39,27
2020-06-06,강북구,1,51,29
2020-06-06,강서구,2,51,29
2020-06-06,관악구,1,51,29
2020-06-06,구로구,4,51,29
2020-06-06,동작구,1,51,29
2020-06-06,마포구,1,51,29
2020-06-06,성동구,2,51,29
2020-06-06,양천구,8,51,29
2020-06-06,영등포구,1,51,29
2020-06-06,용산구,2,51,29
2020-06-06,은평구,2,51,29
2020-06-06,타시도,4,51,29
2020-06-07,강북구,1,57,15
2020-06-07,강서구,2,57,15
2020-06-07,구로구,3,57,15
2020-06-07,성동구,2,57,15
2020-06-07,양천구,5,57,15
2020-06-07,타시도,2,57,15
2020-06-08,강서구,3,38,18
2020-06-08,관악구,1,38,18
2020-06-08,구로구,9,38,18
2020-06-08,서대문구,1,38,18
2020-06-08,서초구,1,38,18
2020-06-08,양천구,1,38,18
2020-06-08,중랑구,1,38,18
2020-06-08,타시도,1,38,18
2020-06-09,관악구,2,38,14
2020-06-09,구로구,1,38,14
2020-06-09,금천구,1,38,14
2020-06-09,동작구,3,38,14
2020-06-09,마포구,1,38,14
2020-06-09,성동구,1,38,14
2020-06-09,양천구,2,38,14
2020-06-09,영등포구,1,38,14
2020-06-09,중구,1,38,14
2020-06-09,타시도,1,38,14
2020-06-10,관악구,1,50,19
2020-06-10,광진구,1,50,19
2020-06-10,구로구,2,50,19
2020-06-10,금천구,4,50,19
2020-06-10,노원구,1,50,19
2020-06-10,도봉구,1,50,19
2020-06-10,동작구,1,50,19
2020-06-10,서초구,1,50,19
2020-06-10,성북구,1,50,19
2020-06-10,송파구,1,50,19
2020-06-10,양천구,3,50,19
2020-06-10,은평구,1,50,19
2020-06-10,타시도,1,50,19
2020-06-11,강동구,1,45,25
2020-06-11,강서구,3,45,25
2020-06-11,관악구,5,45,25
2020-06-11,구로구,1,45,25
2020-06-11,금천구,3,45,25
2020-06-11,노원구,1,45,25
2020-06-11,도봉구,1,45,25
2020-06-11,서초구,1,45,25
2020-06-11,양천구,1,45,25
2020-06-11,영등포구,5,45,25
2020-06-11,은평구,1,45,25
2020-06-11,중랑구,2,45,25
2020-06-12,강동구,1,56,30
2020-06-12,강북구,2,56,30
2020-06-12,강서구,2,56,30
2020-06-12,관악구,1,56,30
2020-06-12,구로구,1,56,30
2020-06-12,금천구,1,56,30
2020-06-12,노원구,1,56,30
2020-06-12,도봉구,12,56,30
2020-06-12,성북구,1,56,30
2020-06-12,양천구,2,56,30
2020-06-12,영등포구,1,56,30
2020-06-12,용산구,1,56,30
2020-06-12,종로구,1,56,30
2020-06-12,중랑구,3,56,30
2020-06-13,강북구,1,48,12
2020-06-13,강서구,2,48,12
2020-06-13,관악구,2,48,12
2020-06-13,금천구,1,48,12
2020-06-13,서초구,1,48,12
2020-06-13,영등포구,2,48,12
2020-06-13,은평구,1,48,12
2020-06-13,종로구,1,48,12
2020-06-13,중랑구,1,48,12
2020-06-14,구로구,1,34,7
2020-06-14,도봉구,1,34,7
2020-06-14,서대문구,1,34,7
2020-06-14,서초구,1,34,7
2020-06-14,용산구,1,34,7
2020-06-14,은평구,1,34,7
2020-06-14,타시도,1,34,7
2020-06-15,구로구,4,36,11
2020-06-15,금천구,1,36,11
2020-06-15,도봉구,1,36,11
2020-06-15,동작구,1,36,11
2020-06-15,서대문구,1,36,11
2020-06-15,용산구,2,36,11
2020-06-15,은평구,1,36,11
2020-06-16,강남구,1,34,14
2020-06-16,관악구,2,34,14
2020-06-16,도봉구,2,34,14
2020-06-16,동작구,2,34,14
2020-06-16,마포구,1,34,14
2020-06-16,서초구,1,34,14
2020-06-16,송파구,1,34,14
2020-06-16,은평구,3,34,14
2020-06-16,중랑구,1,34,14
2020-06-17,강서구,2,43,24
2020-06-17,관악구,3,43,24
2020-06-17,구로구,1,43,24
2020-06-17,도봉구,11,43,24
2020-06-17,서초구,1,43,24
2020-06-17,영등포구,3,43,24
2020-06-17,은평구,2,43,24
2020-06-17,타시도,1,43,24
2020-06-18,강북구,1,59,18
2020-06-18,강서구,2,59,18
2020-06-18,관악구,1,59,18
2020-06-18,광진구,1,59,18
2020-06-18,도봉구,2,59,18
2020-06-18,마포구,1,59,18
2020-06-18,서대문구,1,59,18
2020-06-18,서초구,1,59,18
2020-06-18,성북구,1,59,18
2020-06-18,양천구,2,59,18
2020-06-18,영등포구,1,59,18
2020-06-18,은평구,1,59,18
2020-06-18,중구,1,59,18
2020-06-18,중랑구,1,59,18
2020-06-18,타시도,1,59,18
2020-06-19,강서구,1,49,16
2020-06-19,기타,1,49,16
2020-06-19,도봉구,2,49,16
2020-06-19,동대문구,1,49,16
2020-06-19,동작구,1,49,16
2020-06-19,마포구,1,49,16
2020-06-19,서대문구,1,49,16
2020-06-19,서초구,1,49,16
2020-06-19,양천구,2,49,16
2020-06-19,영등포구,2,49,16
2020-06-19,은평구,1,49,16
2020-06-19,중랑구,1,49,16
2020-06-19,타시도,1,49,16
2020-06-20,강서구,1,67,15
2020-06-20,관악구,1,67,15
2020-06-20,기타,1,67,15
2020-06-20,노원구,2,67,15
2020-06-20,도봉구,2,67,15
2020-06-20,동작구,1,67,15
2020-06-20,서초구,1,67,15
2020-06-20,성동구,2,67,15
2020-06-20,영등포구,3,67,15
2020-06-20,타시도,1,67,15
2020-06-21,강서구,1,48,8
2020-06-21,구로구,4,48,8
2020-06-21,도봉구,1,48,8
2020-06-21,성북구,1,48,8
2020-06-21,송파구,1,48,8
2020-06-22,강남구,1,17,4
2020-06-22,강동구,2,17,4
2020-06-22,강서구,1,17,4
2020-06-23,관악구,4,46,10
2020-06-23,구로구,1,46,10
2020-06-23,도봉구,3,46,10
2020-06-23,영등포구,1,46,10
2020-06-23,중랑구,1,46,10
2020-06-24,강남구,1,51,9
2020-06-24,관악구,2,51,9
2020-06-24,구로구,1,51,9
2020-06-24,금천구,1,51,9
2020-06-24,노원구,1,51,9
2020-06-24,도봉구,1,51,9
2020-06-24,종로구,1,51,9
2020-06-24,타시도,1,51,9
2020-06-25,강서구,1,28,17
2020-06-25,관악구,11,28,17
2020-06-25,구로구,1,28,17
2020-06-25,노원구,1,28,17
2020-06-25,동작구,1,28,17
2020-06-25,중랑구,1,28,17
2020-06-25,타시도,1,28,17
2020-06-26,관악구,7,39,17
2020-06-26,광진구,1,39,17
2020-06-26,구로구,1,39,17
2020-06-26,노원구,1,39,17
2020-06-26,동대문구,1,39,17
2020-06-26,동작구,2,39,17
2020-06-26,서초구,1,39,17
2020-06-26,은평구,1,39,17
2020-06-26,중구,1,39,17
2020-06-26,중랑구,1,39,17
2020-06-27,강남구,1,51,14
2020-06-27,관악구,5,51,14
2020-06-27,구로구,1,51,14
2020-06-27,동대문구,1,51,14
2020-06-27,마포구,1,51,14
